Blog	four	second	available	here	kids	k	music	until	example	want	feature	wrong	series	re	wasn	service	needed	project	person	tech	came	net	result	best	asked	much	life	worked	things	had	possible	right	old	people	o	support	call	happy	full	inside	later	time	team	along	love	working	awesome	such	data	so	years	didn	internet	million	quite	open	future	san	say	saw	note	take	knew	ways	madison	going	where	sites	jobs	many	wants	photos	technology	summer	being	around	traffic	world	power	industry	favorite	mean	her	gone	am	original	tv	th	large	small	past	hours	experience	company	science	learn	sense	its	always	found	really	research	major	also	play	plan	sometimes	set	see	whole	community	recent	using	couple	d	continue	anything	into	link	line	posted	up	us	ago	having	try	video	let	great	makes	next	process	high	move	books	could	start	system	face	should	hope	means	stuff	email	co	ve	site	android	off	less	web	five	become	doing	building	chance	above	told	word	work	after	office	then	them	network	created	another	do	away	com	easy	photo	thanks	night	security	post	months	book	way	war	test	update	together	global	change	live	car	write	product	remember	still	now	drop	year	space	looking	shows	care	yourself	message	than	online	america	only	between	article	comes	learning	these	media	thinking	real	read	early	amp	business	aren	lot	trying	since	month	very	family	takes	history	tried	help	actually	systems	beyond	event	issue	reason	put	american	miss	mobile	clear	pretty	during	x	close	won	probably	both	else	look	while	ready	used	user	game	run	within	similar	doesn	go	does	facebook	button	click	following	products	started	control	links	software	including	ask	times	wrote	exactly	need	able	based	course	she	state	key	problem	well	page	twitter	home	he	piece	star	stay	friends	companies	likely	even	tips	ever	never	tell	give	answer	think	before	personal	better	weeks	went	side	content	isn	features	matter	mind	seen	don	m	stop	bad	decided	said	against	appeared	three	website	if	make	left	human	yes	yet	save	deal	popular	super	down	did	box	visit	making	may	grow	man	maybe	talk	nbsp	group	interesting	main	morning	thing	first	long	little	anyone	were	especially	show	behind	black	get	nearly	enough	reading	across	according	those	eventually	different	pay	same	running	money	either	images	videos	general	again	important	u	starting	forget	public	search	two	hour	huge	share	needs	coming	already	through	good	everyone	house	hard	idea	done	least	part	believe	john	built	build	most	find	please	point	simple	simply	create	understand	fun	itself	development	yesterday	spent	spend	big	bit	google	often	back	forward	single	entire	body	others	account	ll	day	red	text	national	taking	almost	thought	latest	add	works	buy	minutes	under	every	would	phone	must	me	join	keep	end	writers	over	writing	each	got	free	wanted	days	top	too	took	talking	though	watch	amazon	report	however	news	been	several	social	gave	specific	everything	head	check	no	focus	cool	level	says	goes	water	today	trump	information	happened	name	turn	place	any	ideas	sure	true	review	come	case	myself	someone	week	without	seems	blog	there	follow	far	worst	list	design	version	known	rather	short	might	number	friday	feel	story	kind	nothing	his	hit	b	him	art	recently	attention	became	questions	question	fast	called	nice	users	once	issues	include	apple	app	use	few	women	something	united	six	instead	related	our	york	their	which	who	why	looked	ones	words	view	stories	job	last	gets	know	because	lead	getting	own	apps	made	other
Guy Kawasaki	1	0	0	1	0	0	0	0	1	1	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	2	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	2	0	0	0	0	1	0	0	0	0	0	0	2	0	2	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	3	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	1	0	1	1	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	1	0	0	1	0	0	0	6	0	0	1	0	0	0	0	12	0	0	0	0	5	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	2	0	0	2	0	0	0	0	1	1	0	3	0	1	0	0	0	0	0	0	0	1	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	2	0	0	0	4	0	0	0	0	0	10	0	0	3	0	1	0	0	0	0	0	0	0	0	0	0	2	0	2	0	1	0	0	0	0	1	0	0	0	10	0	0	0	3	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	1	0	1	0	0	0	3	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	1	0	0	0	0	0	0	0	0	0	0	2	0	2	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	1	0	0	0	1	0	1	0	0	0	0	6	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	2	1	0	0	0	0	1	0	0	0	2	0	0	0	0	1	0	0	0	0	1	0	0	0	0	3	0	2	4	0	0	1	0	0	1	0	0	0	3	0	0	1	0	0	1
Schneier on Security	0	1	1	1	0	0	0	2	0	0	0	0	1	3	0	4	1	0	0	0	0	0	0	0	0	4	0	0	0	5	1	0	0	5	0	0	4	0	0	0	0	3	1	1	0	2	0	7	6	9	2	0	1	0	0	1	2	0	1	0	2	1	0	0	0	1	3	1	0	3	1	0	1	0	3	0	0	4	0	0	0	3	0	0	1	1	0	0	0	0	0	1	1	7	2	0	0	7	0	4	0	2	0	6	0	1	0	0	3	0	0	0	1	0	1	1	1	6	0	0	0	1	6	0	1	0	0	0	0	1	3	2	0	0	1	5	2	4	0	1	0	3	1	1	0	2	0	0	1	1	0	0	0	2	0	0	0	2	0	1	1	1	2	3	3	0	2	6	1	0	1	0	0	0	11	3	1	0	3	0	0	1	0	1	0	0	0	0	0	1	1	2	0	3	0	0	1	0	0	0	6	1	0	4	2	1	0	0	2	1	1	2	0	1	0	0	0	2	1	0	0	2	1	1	0	0	0	0	3	0	0	1	0	1	0	0	0	1	1	0	0	2	0	0	5	0	1	3	0	6	0	0	0	3	0	2	0	3	0	0	0	0	2	0	0	0	2	2	0	1	1	1	2	0	5	2	0	0	3	1	4	0	1	0	2	2	0	0	0	3	0	3	0	0	0	0	1	0	1	4	1	0	0	0	0	0	1	0	1	0	1	0	0	0	4	0	5	3	1	0	1	3	1	0	0	0	1	0	0	0	0	0	6	0	0	1	4	0	0	0	1	0	0	2	0	0	4	2	2	1	2	5	0	0	0	0	1	0	2	0	1	1	2	1	5	0	4	1	1	1	0	0	3	0	2	0	0	0	3	0	4	0	0	0	0	0	1	2	2	0	0	0	0	1	0	2	1	0	1	1	3	1	0	1	1	1	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	1	0	1	1	0	0	1	4	0	0	1	0	3	1	0	1	0	1	6	8	1	0	0	0	1	0	3	0	1	0	0	0	1	0	1	1	0	0	0	0	1	0	1	6	0	2	0	2	0	0	0	3	0	0	0	1	0	0	1	0	7	0	1	1	1	4	0	0	0	0	0	1	0	2	1	3	1	0	4	1	0	0	3	0	0	1	0	1	2	3	1	0	0	2	0	0	0	8	1	0	1	0	0	0	0	0	2	1	1	0	0	2	0	0	9	2	0	1	1	1	1	0	3	1	5	9	4	0	4	1	1	0	1	0	0	0	1	3	2	1	2	0	3	5
Search Engine Roundtable	0	0	2	4	0	0	0	0	0	0	3	2	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	1	0	0	1	1	0	0	0	0	0	0	1	1	0	0	0	0	0	1	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	3	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	4	0	0	0	0	0	0	1	1	1	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	2	1	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	1	0	0	0	2	0	0	2	0	0	0	1	0	0	0	0	0	1	0	4	0	0	0	0	0	1	0	0	0	0	0	0	0	0	2	0	3	0	1	0	0	0	0	0	1	0	0	0	2	1	1	1	0	0	0	0	0	0	0	1	1	0	0	0	0	0	1	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	2	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	13	0	0	0	0	0	0	1	4	1	0	0	0	1	0	0	0	0	2	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	28	0	1	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	1	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	4	0	0	1	0	1	0	1	0	0	0	1	0	0	0	1	0	0	2	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	1	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	2	1	0	0	1	0	0	0	0	0	1	4	2	1	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	2
Copyblogger	0	1	0	0	0	0	0	0	0	2	1	0	2	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	3	2	3	0	0	0	0	0	0	0	2	0	0	0	1	0	0	0	0	1	0	0	1	0	0	2	0	0	0	0	0	0	0	0	3	1	0	0	0	0	0	0	0	1	0	2	2	2	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	1	0	0	1	0	0	0	0	1	0	0	1	1	0	0	2	0	0	0	0	0	0	0	0	0	0	1	0	0	0	3	1	1	2	0	0	0	2	0	0	0	0	0	0	0	1	3	1	2	0	0	0	0	1	0	0	0	1	1	0	0	2	0	0	0	0	0	0	0	10	0	0	2	0	0	0	0	0	0	0	0	2	0	0	1	0	0	0	0	0	1	0	0	2	3	2	0	2	0	0	1	4	1	1	0	0	10	0	0	2	0	2	0	0	0	4	0	0	0	0	2	1	0	0	0	0	1	0	0	1	6	0	0	0	0	0	1	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	8	1	0	0	1	0	2	1	0	1	0	0	0	10	2	0	4	1	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	2	12	0	0	0	0	0	2	0	0	4	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	5	0	0	0	0	1	0	0	0	0	0	3	0	0	0	0	0	0	0	1	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	2	0	0	0	1	0	0	0	1	0	1	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	1	0	0	1	0	0	1	0	0	0	0	0	1	0	2	2	0	0	0	0	0	0	1	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	1	1	0	0	0	1	0	1	0	0	4	0	0	0	0	0	0	1	0	1	1	2	1	2	0	0	0
Signal v. Noise	0	1	0	6	0	0	1	1	1	9	0	2	0	9	2	1	1	2	1	1	3	0	0	2	2	7	4	1	8	16	1	4	2	12	0	0	0	0	2	1	1	24	2	1	0	1	3	1	0	13	6	5	0	1	0	4	1	2	8	0	0	6	0	2	0	7	2	0	1	6	2	0	0	4	4	1	0	2	1	0	0	0	10	0	0	0	0	0	0	5	0	3	1	13	0	2	0	6	1	1	8	0	0	4	1	0	1	2	7	0	1	0	0	0	9	0	5	5	1	2	0	16	8	2	3	2	3	1	8	1	1	2	2	1	0	6	0	0	1	3	2	0	1	3	1	15	0	0	3	1	0	1	3	2	3	1	0	2	1	15	2	0	7	2	0	2	3	9	0	2	3	0	0	1	0	0	0	0	3	0	0	0	3	0	4	0	0	0	13	1	1	9	0	3	0	1	0	1	0	0	5	1	0	4	2	2	3	0	4	0	1	2	1	0	0	10	6	2	0	4	1	1	0	1	1	1	6	0	1	0	1	1	1	1	0	0	0	2	3	1	1	0	0	1	2	3	1	1	3	0	0	0	1	1	0	3	5	5	0	0	0	0	1	1	0	0	1	0	1	2	2	0	1	1	2	2	13	0	1	1	2	0	1	0	15	1	0	1	0	1	0	7	0	3	1	2	0	1	10	0	3	2	1	0	1	0	5	0	1	3	1	7	6	0	2	0	3	1	0	0	0	10	3	1	0	2	0	0	1	0	0	0	4	0	1	1	1	2	1	6	5	0	0	2	0	0	2	2	5	2	0	5	0	0	0	0	9	2	4	0	0	1	6	0	1	0	2	0	2	1	0	0	1	3	1	0	2	0	0	0	2	2	0	1	2	2	1	1	2	1	0	4	0	4	0	0	0	0	0	1	2	2	0	2	0	1	0	1	0	0	0	0	1	1	2	0	1	3	8	0	1	0	0	0	1	4	4	4	1	0	0	0	4	0	0	0	0	3	0	2	3	1	0	12	1	1	0	0	7	2	0	2	2	3	3	1	6	3	0	1	0	10	0	0	0	9	0	0	2	0	4	0	1	3	2	0	5	0	0	0	2	0	1	0	0	1	5	3	3	2	1	0	0	2	1	4	3	1	0	2	9	3	2	1	0	1	0	0	0	0	2	3	0	2	1	2	2	6	0	2	13	0	2	10	0	1	0	1	0	0	0	0	0	1	1	0	0	7	0	6	0	0	2	2	22	0	4	0	5	3	0	1	0	1	4	3	6	1	10	6	0	4	3	0	4	3
Techdirt.	4	6	7	11	2	2	16	3	4	10	1	1	0	17	8	4	0	1	3	1	4	1	3	1	3	15	4	0	8	35	4	9	2	38	3	4	0	2	4	3	7	15	14	4	2	4	4	12	10	45	15	6	7	6	3	5	5	0	2	6	3	10	5	3	6	19	12	0	2	14	4	9	0	0	12	13	1	13	1	10	0	2	4	2	0	6	3	2	0	4	5	1	5	17	1	1	3	34	5	10	13	2	1	28	3	2	0	2	11	7	0	5	17	1	12	1	7	22	1	2	2	40	12	8	5	6	14	11	5	5	7	0	2	3	3	8	6	6	4	14	0	10	4	29	2	17	6	2	15	4	1	5	5	11	0	4	2	4	1	21	22	4	20	27	0	7	11	28	3	1	4	12	3	0	13	5	2	4	17	2	2	0	2	1	6	0	0	2	1	3	16	17	0	6	9	8	0	2	0	3	36	6	3	33	4	2	2	0	18	14	4	7	6	2	0	9	2	9	6	11	2	9	0	2	8	2	5	16	2	5	1	7	9	4	5	1	7	9	11	3	0	1	4	6	4	5	7	16	1	13	4	1	1	2	5	9	11	8	0	0	1	6	1	2	7	10	2	17	8	7	2	4	7	5	6	6	0	12	2	7	10	1	1	2	46	2	1	4	3	2	5	31	0	13	11	7	7	0	4	16	0	6	1	1	4	16	7	4	5	4	2	13	9	4	5	6	10	19	3	8	1	52	10	2	1	3	5	0	6	1	0	5	17	1	0	12	23	1	0	1	0	0	7	6	0	1	15	27	7	11	15	61	0	9	2	0	30	4	3	0	3	5	14	4	3	9	16	3	5	0	1	28	4	13	2	3	4	2	41	11	9	0	2	7	3	2	12	13	13	9	3	3	6	3	2	7	3	6	3	1	19	7	0	4	3	6	4	5	3	4	1	3	2	0	9	7	13	4	14	1	1	4	2	3	7	17	5	0	0	3	2	5	4	1	0	7	1	3	20	6	31	2	1	12	1	5	6	2	21	3	5	9	8	5	0	4	6	2	1	11	3	2	13	6	12	25	1	1	4	5	6	1	3	33	1	3	4	8	3	2	1	0	17	5	16	4	11	21	1	7	5	3	4	25	0	10	13	18	8	1	61	1	10	2	2	0	3	4	11	4	9	12	0	2	33	6	6	54	2	2	18	9	3	4	0	1	4	0	9	2	3	7	3	2	1	7	37	13	0	11	1	1	5	6	17	3	27	34	30	15	1	2	4	3	6	3	9	1	8	27	0	5	7	1	16	18
PerezHilton	0	0	0	4	0	0	0	0	0	0	0	0	1	2	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	4	0	0	0	0	0	0	1	0	0	2	0	0	0	0	6	0	1	0	0	0	0	0	0	0	0	0	1	1	0	3	1	1	0	0	1	0	0	0	1	1	2	0	1	0	0	0	1	6	0	0	0	3	0	0	0	2	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	3	0	0	2	0	0	2	0	0	0	0	0	2	2	0	0	1	0	1	0	1	1	1	0	0	0	0	1	0	0	0	0	0	1	0	0	1	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	4	2	2	0	1	0	0	2	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	2	0	2	2	1	0	0	0	1	0	2	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	3	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	1	0	0	0	3	0	1	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	1	1	0	0	0	0	1	0	0	1	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	2	0	1	0	0	1	0	1	0	0	0	0	0	1	1	1	1	0	1	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	3	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	2	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	2	0	0	0	0	0	2	0	0	0	0	2	0	0	0	2	0	0	0	0	0	0	1	1	1	4	0	1	0	0	1	0	0	2	0	0	0	2	0	0	0	0	0	0	0	1	1	1	0	0	0	0	1	0	0	0	2	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	1	1	0	0	0	0	0	2	3	0	2	0	1	0	0	0	0	0	0	0	0	0	0	2	0	1	1	0	0	0
SpikedHumor - Today's Videos and Pictures	0	6	0	102	1	0	2	1	0	1	1	0	0	2	0	0	0	2	1	0	0	0	0	6	0	0	2	0	1	5	0	0	2	3	4	1	1	1	2	0	0	4	1	0	1	0	2	1	0	2	2	0	0	1	1	0	2	0	1	1	0	1	0	0	0	0	0	0	0	2	0	2	0	0	1	4	0	1	0	0	0	1	0	0	2	0	2	1	0	0	0	0	0	0	0	0	0	7	0	2	1	0	2	3	3	0	0	4	4	1	0	0	4	1	1	0	0	2	0	0	5	13	2	2	1	0	15	2	1	1	0	0	0	1	0	1	0	1	4	1	1	1	0	0	0	2	1	0	3	0	0	0	0	0	0	1	0	0	1	2	3	0	2	3	1	0	3	2	1	6	0	0	0	1	2	3	0	0	2	0	0	0	1	0	1	2	4	0	0	0	2	0	0	0	3	0	0	0	0	0	1	0	4	0	2	1	0	0	1	0	0	4	0	1	0	0	0	0	0	1	0	0	2	4	1	0	0	1	0	0	0	0	2	3	3	1	0	0	0	0	1	0	0	2	0	1	5	3	0	0	0	1	0	0	0	1	2	2	0	0	0	1	0	1	0	0	0	0	0	1	0	0	1	1	0	0	3	0	1	3	0	1	0	0	7	0	0	1	0	0	0	5	0	3	1	1	0	0	2	2	1	0	0	2	2	0	0	0	0	0	0	3	1	0	0	0	3	0	0	0	3	1	2	2	2	0	0	0	3	0	1	3	2	0	0	3	1	0	4	2	2	0	1	2	0	1	0	2	2	1	0	0	0	5	0	2	4	0	0	0	1	1	2	0	0	0	0	1	1	0	0	4	0	1	0	3	0	0	1	1	0	1	0	1	0	1	0	0	2	2	2	0	0	1	0	7	0	0	1	0	2	0	2	0	0	0	0	1	0	0	0	0	0	0	1	1	1	0	2	0	1	0	2	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	1	3	2	2	2	5	1	2	3	0	0	0	0	1	1	0	5	2	2	0	0	0	102	0	1	0	2	3	1	0	0	0	1	2	0	1	0	5	0	1	0	2	0	0	0	0	0	0	0	2	2	0	0	0	0	0	2	1	0	0	0	0	1	0	1	0	1	0	0	1	0	0	2	0	0	3	0	0	0	9	0	0	1	0	0	0	0	1	0	0	1	0	0	2	0	0	5	3	0	1	1	2	0	0	0	0	1	0	3	0	3	4	0	0	1	1	1	0	4	2	4	3	0	0	0	1	0	2
456 Berea Street	0	0	0	2	0	0	0	0	0	4	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	1	0	0	1	2	1	0	0	2	0	1	0	0	12	0	0	0	0	1	0	1	0	0	5	5	2	1	1	0	2	0	0	0	0	0	0	1	0	1	0	1	1	0	0	4	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	8	3	1	3	0	0	1	0	0	4	3	4	0	0	1	8	2	4	0	0	1	1	0	0	1	1	2	1	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	1	0	0	0	5	2	0	1	2	6	0	0	1	0	0	1	0	0	2	3	0	1	3	0	1	1	6	0	0	2	0	0	0	0	3	0	0	5	0	0	0	0	0	1	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	6	0	0	1	0	0	1	0	3	0	1	0	10	0	0	0	0	1	1	4	0	1	0	0	0	1	1	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	1	0	6	2	0	4	0	0	0	0	0	1	1	0	0	10	0	0	0	2	0	1	0	1	0	1	2	0	5	0	0	1	0	0	0	6	4	0	0	0	1	0	0	0	0	0	1	4	0	2	1	0	1	1	3	2	0	0	0	0	0	3	4	1	1	0	1	1	0	1	0	0	0	1	0	1	0	9	5	0	0	0	0	0	0	0	0	4	0	1	0	3	5	0	0	1	1	0	0	0	4	0	0	0	1	0	1	3	0	1	1	0	1	0	1	0	0	1	1	0	7	0	2	0	0	3	3	0	0	0	1	0	0	1	0	0	2	0	0	1	2	0	1	1	2	0	0	0	0	1	3	2	0	0	0	0	2	1	0	0	0	0	2	0	0	0	0	0	0	0	0	5	0	2	1	0	0	2	0	0	0	0	0	0	10	0	0	0	4	0	2	0	0	0	0	3	0	0	0	2	0	0	0	0	3	0	2	0	0	1	1	2	3	0	0	1	0	0	2	3	1	4	1	0	1	0	0	0	0	5	1	0	0	0	0	0	0	0	0	0	0	0	0	5	0	2	0	0	1	1	0	0	0	0	0	0	7	0	0	0	1	4	2	0	0	1	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	9	1	0	0	0	1	2	0	0	0	3	3	1	0	0	1	0	0	0	1	1	1	0	1	0	1	1	0	0	0
Untitled_59	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Pharyngula	0	1	0	2	0	0	0	1	0	0	0	1	0	3	0	0	0	0	0	0	0	0	0	0	0	0	6	0	2	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	2	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	1	1	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	3	0	0	1	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	3	0	0	0	0	0	0	0	0	1	0	0	1	0	1	0	0	3	1	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	1	3	1	0	0	0	0	0	1	0	0	0	0	1	1	0	0	0	1	0	0	0	2	0	0	0	1	0	0	0	1	0	0	0	0	0	2	1	0	0	0	1	0	0	0	0	2	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	2	0	0	0	0	0	0	2	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	2	2	0	0	0	0	0	0	0	1	0	0	0	0	0	0	2	0	0	0	0	0	1	1	0	0	0	0	0	0	0	2	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	1	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	1	0	3	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	1	0	1	0	0	0	0
